Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Time Slot,Day of the Week,Request Status,Trip Duration (Mins.)
1876,City,261,Cancelled,12-07-2016 10:01,NA,Morning,Tue,Request Unfulfilled,0
4169,City,261,Cancelled,14-07-2016 05:12,NA,Early Morning,Thu,Request Unfulfilled,0
4512,City,261,Cancelled,14-07-2016 09:15,NA,Morning,Thu,Request Unfulfilled,0
2895,City,262,Cancelled,13-07-2016 06:02,NA,Morning,Wed,Request Unfulfilled,0
4330,City,262,Cancelled,14-07-2016 07:13,NA,Morning,Thu,Request Unfulfilled,0
4801,City,262,Cancelled,14-07-2016 16:59,NA,Afternoon,Thu,Request Unfulfilled,0
5787,City,262,Cancelled,15-07-2016 08:30,NA,Morning,Fri,Request Unfulfilled,0
743,City,263,Cancelled,11-07-2016 15:37,NA,Afternoon,Mon,Request Unfulfilled,0
3704,Airport,263,Cancelled,13-07-2016 19:47,NA,Evening,Wed,Request Unfulfilled,0
485,City,264,Cancelled,11-07-2016 09:33,NA,Morning,Mon,Request Unfulfilled,0
647,City,264,Cancelled,11-07-2016 12:37,NA,Afternoon,Mon,Request Unfulfilled,0
1858,City,264,Cancelled,12-07-2016 09:54,NA,Morning,Tue,Request Unfulfilled,0
4755,City,264,Cancelled,14-07-2016 15:17,NA,Afternoon,Thu,Request Unfulfilled,0
5769,City,264,Cancelled,15-07-2016 08:21,NA,Morning,Fri,Request Unfulfilled,0
2988,City,265,Cancelled,13-07-2016 07:09,NA,Morning,Wed,Request Unfulfilled,0
553,City,266,Cancelled,11-07-2016 10:09,NA,Morning,Mon,Request Unfulfilled,0
676,City,266,Cancelled,11-07-2016 13:23,NA,Afternoon,Mon,Request Unfulfilled,0
1516,City,266,Cancelled,12-07-2016 05:44,NA,Early Morning,Tue,Request Unfulfilled,0
1763,City,266,Cancelled,12-07-2016 08:51,NA,Morning,Tue,Request Unfulfilled,0
4144,City,266,Cancelled,14-07-2016 04:50,NA,Early Morning,Thu,Request Unfulfilled,0
6541,Airport,266,Cancelled,15-07-2016 20:54,NA,Evening,Fri,Request Unfulfilled,0
147,City,267,Cancelled,11-07-2016 05:26,NA,Early Morning,Mon,Request Unfulfilled,0
2881,City,267,Cancelled,13-07-2016 05:58,NA,Early Morning,Wed,Request Unfulfilled,0
2964,City,267,Cancelled,13-07-2016 06:48,NA,Morning,Wed,Request Unfulfilled,0
4236,City,267,Cancelled,14-07-2016 05:53,NA,Early Morning,Thu,Request Unfulfilled,0
4447,City,267,Cancelled,14-07-2016 08:32,NA,Morning,Thu,Request Unfulfilled,0
4579,Airport,267,Cancelled,14-07-2016 10:04,NA,Morning,Thu,Request Unfulfilled,0
5720,City,267,Cancelled,15-07-2016 07:37,NA,Morning,Fri,Request Unfulfilled,0
5820,City,267,Cancelled,15-07-2016 08:50,NA,Morning,Fri,Request Unfulfilled,0
6487,Airport,267,Cancelled,15-07-2016 20:23,NA,Evening,Fri,Request Unfulfilled,0
120,City,268,Cancelled,11-07-2016 05:04,NA,Early Morning,Mon,Request Unfulfilled,0
1560,City,268,Cancelled,12-07-2016 06:06,NA,Morning,Tue,Request Unfulfilled,0
4815,Airport,268,Cancelled,14-07-2016 17:18,NA,Evening,Thu,Request Unfulfilled,0
166,City,269,Cancelled,11-07-2016 05:41,NA,Early Morning,Mon,Request Unfulfilled,0
1655,Airport,269,Cancelled,12-07-2016 07:27,NA,Morning,Tue,Request Unfulfilled,0
1670,City,269,Cancelled,12-07-2016 07:36,NA,Morning,Tue,Request Unfulfilled,0
3026,City,269,Cancelled,13-07-2016 07:29,NA,Morning,Wed,Request Unfulfilled,0
3388,City,269,Cancelled,13-07-2016 14:36,NA,Afternoon,Wed,Request Unfulfilled,0
5809,City,269,Cancelled,15-07-2016 08:48,NA,Morning,Fri,Request Unfulfilled,0
6080,Airport,269,Cancelled,15-07-2016 14:17,NA,Afternoon,Fri,Request Unfulfilled,0
1545,Airport,270,Cancelled,12-07-2016 06:01,NA,Morning,Tue,Request Unfulfilled,0
3032,City,270,Cancelled,13-07-2016 07:33,NA,Morning,Wed,Request Unfulfilled,0
3156,City,270,Cancelled,13-07-2016 09:00,NA,Morning,Wed,Request Unfulfilled,0
4741,City,270,Cancelled,14-07-2016 14:52,NA,Afternoon,Thu,Request Unfulfilled,0
5582,City,270,Cancelled,15-07-2016 05:52,NA,Early Morning,Fri,Request Unfulfilled,0
5677,City,270,Cancelled,15-07-2016 07:06,NA,Morning,Fri,Request Unfulfilled,0
5989,Airport,270,Cancelled,15-07-2016 11:46,NA,Morning,Fri,Request Unfulfilled,0
417,City,271,Cancelled,11-07-2016 08:42,NA,Morning,Mon,Request Unfulfilled,0
1437,City,271,Cancelled,12-07-2016 04:42,NA,Early Morning,Tue,Request Unfulfilled,0
3063,City,271,Cancelled,13-07-2016 07:55,NA,Morning,Wed,Request Unfulfilled,0
3100,City,271,Cancelled,13-07-2016 08:18,NA,Morning,Wed,Request Unfulfilled,0
3148,City,271,Cancelled,13-07-2016 09:02,NA,Morning,Wed,Request Unfulfilled,0
305,City,272,Cancelled,11-07-2016 07:17,NA,Morning,Mon,Request Unfulfilled,0
1511,City,272,Cancelled,12-07-2016 05:40,NA,Early Morning,Tue,Request Unfulfilled,0
2830,City,272,Cancelled,13-07-2016 05:19,NA,Early Morning,Wed,Request Unfulfilled,0
2938,City,272,Cancelled,13-07-2016 06:33,NA,Morning,Wed,Request Unfulfilled,0
346,City,273,Cancelled,11-07-2016 07:54,NA,Morning,Mon,Request Unfulfilled,0
1684,City,274,Cancelled,12-07-2016 07:50,NA,Morning,Tue,Request Unfulfilled,0
3027,City,274,Cancelled,13-07-2016 07:26,NA,Morning,Wed,Request Unfulfilled,0
3017,Airport,274,Cancelled,13-07-2016 07:29,NA,Morning,Wed,Request Unfulfilled,0
4926,Airport,274,Cancelled,14-07-2016 18:20,NA,Evening,Thu,Request Unfulfilled,0
2222,City,275,Cancelled,12-07-2016 18:03,NA,Evening,Tue,Request Unfulfilled,0
2237,City,275,Cancelled,12-07-2016 18:19,NA,Evening,Tue,Request Unfulfilled,0
4207,City,275,Cancelled,14-07-2016 05:30,NA,Early Morning,Thu,Request Unfulfilled,0
4223,City,275,Cancelled,14-07-2016 05:46,NA,Early Morning,Thu,Request Unfulfilled,0
4452,City,275,Cancelled,14-07-2016 08:34,NA,Morning,Thu,Request Unfulfilled,0
5632,City,275,Cancelled,15-07-2016 06:35,NA,Morning,Fri,Request Unfulfilled,0
5879,City,275,Cancelled,15-07-2016 09:27,NA,Morning,Fri,Request Unfulfilled,0
395,City,276,Cancelled,11-07-2016 08:32,NA,Morning,Mon,Request Unfulfilled,0
495,City,276,Cancelled,11-07-2016 09:37,NA,Morning,Mon,Request Unfulfilled,0
1228,City,276,Cancelled,11-07-2016 21:37,NA,Night,Mon,Request Unfulfilled,0
1481,City,277,Cancelled,12-07-2016 05:24,NA,Early Morning,Tue,Request Unfulfilled,0
1616,City,277,Cancelled,12-07-2016 06:54,NA,Morning,Tue,Request Unfulfilled,0
1627,City,277,Cancelled,12-07-2016 07:02,NA,Morning,Tue,Request Unfulfilled,0
1726,City,277,Cancelled,12-07-2016 08:25,NA,Morning,Tue,Request Unfulfilled,0
2789,City,277,Cancelled,13-07-2016 04:50,NA,Early Morning,Wed,Request Unfulfilled,0
3552,Airport,277,Cancelled,13-07-2016 18:01,NA,Evening,Wed,Request Unfulfilled,0
4130,City,277,Cancelled,14-07-2016 04:41,NA,Early Morning,Thu,Request Unfulfilled,0
294,City,278,Cancelled,11-07-2016 07:12,NA,Morning,Mon,Request Unfulfilled,0
315,City,278,Cancelled,11-07-2016 07:34,NA,Morning,Mon,Request Unfulfilled,0
1718,City,278,Cancelled,12-07-2016 08:14,NA,Morning,Tue,Request Unfulfilled,0
2122,City,278,Cancelled,12-07-2016 16:50,NA,Afternoon,Tue,Request Unfulfilled,0
2387,City,278,Cancelled,12-07-2016 19:46,NA,Evening,Tue,Request Unfulfilled,0
140,City,279,Cancelled,11-07-2016 05:17,NA,Early Morning,Mon,Request Unfulfilled,0
505,City,279,Cancelled,11-07-2016 09:44,NA,Morning,Mon,Request Unfulfilled,0
2950,City,279,Cancelled,13-07-2016 06:40,NA,Morning,Wed,Request Unfulfilled,0
5800,City,279,Cancelled,15-07-2016 08:44,NA,Morning,Fri,Request Unfulfilled,0
1877,City,280,Cancelled,12-07-2016 10:03,NA,Morning,Tue,Request Unfulfilled,0
3437,City,280,Cancelled,13-07-2016 16:10,NA,Afternoon,Wed,Request Unfulfilled,0
3820,Airport,280,Cancelled,13-07-2016 21:07,NA,Night,Wed,Request Unfulfilled,0
5076,City,280,Cancelled,14-07-2016 19:38,NA,Evening,Thu,Request Unfulfilled,0
5660,City,280,Cancelled,15-07-2016 07:02,NA,Morning,Fri,Request Unfulfilled,0
6242,Airport,280,Cancelled,15-07-2016 17:55,NA,Evening,Fri,Request Unfulfilled,0
6321,Airport,280,Cancelled,15-07-2016 18:37,NA,Evening,Fri,Request Unfulfilled,0
3086,City,281,Cancelled,13-07-2016 08:12,NA,Morning,Wed,Request Unfulfilled,0
4538,City,281,Cancelled,14-07-2016 09:38,NA,Morning,Thu,Request Unfulfilled,0
1233,Airport,282,Cancelled,11-07-2016 21:38,NA,Night,Mon,Request Unfulfilled,0
1883,City,282,Cancelled,12-07-2016 10:06,NA,Morning,Tue,Request Unfulfilled,0
3233,City,282,Cancelled,13-07-2016 10:01,NA,Morning,Wed,Request Unfulfilled,0
3237,City,282,Cancelled,13-07-2016 10:06,NA,Morning,Wed,Request Unfulfilled,0
3577,Airport,282,Cancelled,13-07-2016 18:24,NA,Evening,Wed,Request Unfulfilled,0
219,City,283,Cancelled,11-07-2016 06:15,NA,Morning,Mon,Request Unfulfilled,0
493,City,283,Cancelled,11-07-2016 09:30,NA,Morning,Mon,Request Unfulfilled,0
1575,City,283,Cancelled,12-07-2016 06:23,NA,Morning,Tue,Request Unfulfilled,0
5631,City,283,Cancelled,15-07-2016 06:36,NA,Morning,Fri,Request Unfulfilled,0
109,City,284,Cancelled,11-07-2016 05:01,NA,Early Morning,Mon,Request Unfulfilled,0
299,City,284,Cancelled,11-07-2016 07:13,NA,Morning,Mon,Request Unfulfilled,0
347,City,284,Cancelled,11-07-2016 07:51,NA,Morning,Mon,Request Unfulfilled,0
538,City,284,Cancelled,11-07-2016 10:00,NA,Morning,Mon,Request Unfulfilled,0
3250,City,284,Cancelled,13-07-2016 10:09,NA,Morning,Wed,Request Unfulfilled,0
3983,City,284,Cancelled,13-07-2016 23:19,NA,Night,Wed,Request Unfulfilled,0
2948,City,285,Cancelled,13-07-2016 06:39,NA,Morning,Wed,Request Unfulfilled,0
2982,City,285,Cancelled,13-07-2016 07:04,NA,Morning,Wed,Request Unfulfilled,0
3055,City,285,Cancelled,13-07-2016 07:48,NA,Morning,Wed,Request Unfulfilled,0
3759,City,285,Cancelled,13-07-2016 20:34,NA,Evening,Wed,Request Unfulfilled,0
4389,City,285,Cancelled,14-07-2016 07:56,NA,Morning,Thu,Request Unfulfilled,0
5949,City,285,Cancelled,15-07-2016 10:30,NA,Morning,Fri,Request Unfulfilled,0
441,City,286,Cancelled,11-07-2016 09:05,NA,Morning,Mon,Request Unfulfilled,0
1109,City,286,Cancelled,11-07-2016 20:23,NA,Evening,Mon,Request Unfulfilled,0
1693,Airport,286,Cancelled,12-07-2016 07:50,NA,Morning,Tue,Request Unfulfilled,0
3198,City,286,Cancelled,13-07-2016 09:39,NA,Morning,Wed,Request Unfulfilled,0
4507,City,286,Cancelled,14-07-2016 09:09,NA,Morning,Thu,Request Unfulfilled,0
6058,City,286,Cancelled,15-07-2016 13:47,NA,Afternoon,Fri,Request Unfulfilled,0
1630,City,287,Cancelled,12-07-2016 07:03,NA,Morning,Tue,Request Unfulfilled,0
3451,Airport,287,Cancelled,13-07-2016 16:53,NA,Afternoon,Wed,Request Unfulfilled,0
3839,Airport,287,Cancelled,13-07-2016 21:28,NA,Night,Wed,Request Unfulfilled,0
4258,City,287,Cancelled,14-07-2016 06:12,NA,Morning,Thu,Request Unfulfilled,0
4677,Airport,287,Cancelled,14-07-2016 12:45,NA,Afternoon,Thu,Request Unfulfilled,0
5603,City,287,Cancelled,15-07-2016 06:08,NA,Morning,Fri,Request Unfulfilled,0
186,City,288,Cancelled,11-07-2016 05:48,NA,Early Morning,Mon,Request Unfulfilled,0
2094,Airport,288,Cancelled,12-07-2016 15:51,NA,Afternoon,Tue,Request Unfulfilled,0
4354,City,288,Cancelled,14-07-2016 07:26,NA,Morning,Thu,Request Unfulfilled,0
340,City,289,Cancelled,11-07-2016 07:51,NA,Morning,Mon,Request Unfulfilled,0
5499,City,289,Cancelled,15-07-2016 05:07,NA,Early Morning,Fri,Request Unfulfilled,0
151,City,290,Cancelled,11-07-2016 05:27,NA,Early Morning,Mon,Request Unfulfilled,0
316,City,290,Cancelled,11-07-2016 07:26,NA,Morning,Mon,Request Unfulfilled,0
561,City,290,Cancelled,11-07-2016 10:10,NA,Morning,Mon,Request Unfulfilled,0
1582,City,290,Cancelled,12-07-2016 06:23,NA,Morning,Tue,Request Unfulfilled,0
1871,City,290,Cancelled,12-07-2016 10:04,NA,Morning,Tue,Request Unfulfilled,0
4213,City,290,Cancelled,14-07-2016 05:39,NA,Early Morning,Thu,Request Unfulfilled,0
5801,City,290,Cancelled,15-07-2016 08:40,NA,Morning,Fri,Request Unfulfilled,0
144,City,291,Cancelled,11-07-2016 05:24,NA,Early Morning,Mon,Request Unfulfilled,0
1383,City,291,Cancelled,12-07-2016 01:12,NA,Late Night,Tue,Request Unfulfilled,0
3216,City,291,Cancelled,13-07-2016 09:50,NA,Morning,Wed,Request Unfulfilled,0
184,City,292,Cancelled,11-07-2016 05:49,NA,Early Morning,Mon,Request Unfulfilled,0
4435,City,292,Cancelled,14-07-2016 08:25,NA,Morning,Thu,Request Unfulfilled,0
5623,City,292,Cancelled,15-07-2016 06:27,NA,Morning,Fri,Request Unfulfilled,0
2837,City,293,Cancelled,13-07-2016 05:19,NA,Early Morning,Wed,Request Unfulfilled,0
5812,City,293,Cancelled,15-07-2016 08:44,NA,Morning,Fri,Request Unfulfilled,0
407,City,294,Cancelled,11-07-2016 08:33,NA,Morning,Mon,Request Unfulfilled,0
486,City,294,Cancelled,11-07-2016 09:29,NA,Morning,Mon,Request Unfulfilled,0
4489,City,294,Cancelled,14-07-2016 08:53,NA,Morning,Thu,Request Unfulfilled,0
1251,City,295,Cancelled,11-07-2016 21:47,NA,Night,Mon,Request Unfulfilled,0
2875,City,295,Cancelled,13-07-2016 05:54,NA,Early Morning,Wed,Request Unfulfilled,0
3104,City,295,Cancelled,13-07-2016 08:25,NA,Morning,Wed,Request Unfulfilled,0
3909,City,295,Cancelled,13-07-2016 22:13,NA,Night,Wed,Request Unfulfilled,0
4338,City,295,Cancelled,14-07-2016 07:20,NA,Morning,Thu,Request Unfulfilled,0
4479,City,295,Cancelled,14-07-2016 08:41,NA,Morning,Thu,Request Unfulfilled,0
3187,City,296,Cancelled,13-07-2016 09:31,NA,Morning,Wed,Request Unfulfilled,0
4251,City,296,Cancelled,14-07-2016 05:55,NA,Early Morning,Thu,Request Unfulfilled,0
5514,City,296,Cancelled,15-07-2016 05:08,NA,Early Morning,Fri,Request Unfulfilled,0
5690,City,296,Cancelled,15-07-2016 07:20,NA,Morning,Fri,Request Unfulfilled,0
295,Airport,297,Cancelled,11-07-2016 07:10,NA,Morning,Mon,Request Unfulfilled,0
1487,City,297,Cancelled,12-07-2016 05:23,NA,Early Morning,Tue,Request Unfulfilled,0
5515,City,297,Cancelled,15-07-2016 05:13,NA,Early Morning,Fri,Request Unfulfilled,0
5535,City,297,Cancelled,15-07-2016 05:19,NA,Early Morning,Fri,Request Unfulfilled,0
284,City,298,Cancelled,11-07-2016 07:05,NA,Morning,Mon,Request Unfulfilled,0
2966,City,298,Cancelled,13-07-2016 06:54,NA,Morning,Wed,Request Unfulfilled,0
3120,City,298,Cancelled,13-07-2016 08:32,NA,Morning,Wed,Request Unfulfilled,0
4552,City,298,Cancelled,14-07-2016 09:40,NA,Morning,Thu,Request Unfulfilled,0
758,City,299,Cancelled,11-07-2016 16:06,NA,Afternoon,Mon,Request Unfulfilled,0
1641,City,299,Cancelled,12-07-2016 07:20,NA,Morning,Tue,Request Unfulfilled,0
4158,City,299,Cancelled,14-07-2016 05:03,NA,Early Morning,Thu,Request Unfulfilled,0
4164,City,299,Cancelled,14-07-2016 05:06,NA,Early Morning,Thu,Request Unfulfilled,0
4448,City,299,Cancelled,14-07-2016 08:30,NA,Morning,Thu,Request Unfulfilled,0
4225,City,300,Cancelled,14-07-2016 05:46,NA,Early Morning,Thu,Request Unfulfilled,0
1362,City,No Drivers Available,No Cars Available,11-07-2016 00:02,NA,Late Night,Mon,Request Unfulfilled,0
1364,City,No Drivers Available,No Cars Available,11-07-2016 00:06,NA,Late Night,Mon,Request Unfulfilled,0
1366,City,No Drivers Available,No Cars Available,11-07-2016 00:09,NA,Late Night,Mon,Request Unfulfilled,0
2,Airport,No Drivers Available,No Cars Available,11-07-2016 00:23,NA,Late Night,Mon,Request Unfulfilled,0
7,Airport,No Drivers Available,No Cars Available,11-07-2016 00:30,NA,Late Night,Mon,Request Unfulfilled,0
6,City,No Drivers Available,No Cars Available,11-07-2016 00:36,NA,Late Night,Mon,Request Unfulfilled,0
4,City,No Drivers Available,No Cars Available,11-07-2016 00:37,NA,Late Night,Mon,Request Unfulfilled,0
8,City,No Drivers Available,No Cars Available,11-07-2016 00:40,NA,Late Night,Mon,Request Unfulfilled,0
12,City,No Drivers Available,No Cars Available,11-07-2016 01:08,NA,Late Night,Mon,Request Unfulfilled,0
16,Airport,No Drivers Available,No Cars Available,11-07-2016 01:09,NA,Late Night,Mon,Request Unfulfilled,0
14,Airport,No Drivers Available,No Cars Available,11-07-2016 01:10,NA,Late Night,Mon,Request Unfulfilled,0
19,City,No Drivers Available,No Cars Available,11-07-2016 01:14,NA,Late Night,Mon,Request Unfulfilled,0
15,City,No Drivers Available,No Cars Available,11-07-2016 01:15,NA,Late Night,Mon,Request Unfulfilled,0
17,Airport,No Drivers Available,No Cars Available,11-07-2016 01:16,NA,Late Night,Mon,Request Unfulfilled,0
20,Airport,No Drivers Available,No Cars Available,11-07-2016 01:23,NA,Late Night,Mon,Request Unfulfilled,0
23,City,No Drivers Available,No Cars Available,11-07-2016 01:38,NA,Late Night,Mon,Request Unfulfilled,0
22,Airport,No Drivers Available,No Cars Available,11-07-2016 01:40,NA,Late Night,Mon,Request Unfulfilled,0
25,Airport,No Drivers Available,No Cars Available,11-07-2016 01:45,NA,Late Night,Mon,Request Unfulfilled,0
24,Airport,No Drivers Available,No Cars Available,11-07-2016 01:48,NA,Late Night,Mon,Request Unfulfilled,0
27,Airport,No Drivers Available,No Cars Available,11-07-2016 01:49,NA,Late Night,Mon,Request Unfulfilled,0
26,Airport,No Drivers Available,No Cars Available,11-07-2016 01:49,NA,Late Night,Mon,Request Unfulfilled,0
29,City,No Drivers Available,No Cars Available,11-07-2016 01:55,NA,Late Night,Mon,Request Unfulfilled,0
28,City,No Drivers Available,No Cars Available,11-07-2016 02:02,NA,Late Night,Mon,Request Unfulfilled,0
31,City,No Drivers Available,No Cars Available,11-07-2016 02:10,NA,Late Night,Mon,Request Unfulfilled,0
32,Airport,No Drivers Available,No Cars Available,11-07-2016 02:15,NA,Late Night,Mon,Request Unfulfilled,0
36,City,No Drivers Available,No Cars Available,11-07-2016 02:33,NA,Late Night,Mon,Request Unfulfilled,0
37,Airport,No Drivers Available,No Cars Available,11-07-2016 02:34,NA,Late Night,Mon,Request Unfulfilled,0
38,City,No Drivers Available,No Cars Available,11-07-2016 02:39,NA,Late Night,Mon,Request Unfulfilled,0
40,Airport,No Drivers Available,No Cars Available,11-07-2016 02:42,NA,Late Night,Mon,Request Unfulfilled,0
39,Airport,No Drivers Available,No Cars Available,11-07-2016 02:48,NA,Late Night,Mon,Request Unfulfilled,0
42,Airport,No Drivers Available,No Cars Available,11-07-2016 02:55,NA,Late Night,Mon,Request Unfulfilled,0
43,City,No Drivers Available,No Cars Available,11-07-2016 03:06,NA,Early Morning,Mon,Request Unfulfilled,0
44,Airport,No Drivers Available,No Cars Available,11-07-2016 03:07,NA,Early Morning,Mon,Request Unfulfilled,0
46,Airport,No Drivers Available,No Cars Available,11-07-2016 03:16,NA,Early Morning,Mon,Request Unfulfilled,0
49,Airport,No Drivers Available,No Cars Available,11-07-2016 03:29,NA,Early Morning,Mon,Request Unfulfilled,0
52,City,No Drivers Available,No Cars Available,11-07-2016 03:30,NA,Early Morning,Mon,Request Unfulfilled,0
54,City,No Drivers Available,No Cars Available,11-07-2016 03:34,NA,Early Morning,Mon,Request Unfulfilled,0
55,Airport,No Drivers Available,No Cars Available,11-07-2016 03:41,NA,Early Morning,Mon,Request Unfulfilled,0
57,City,No Drivers Available,No Cars Available,11-07-2016 03:52,NA,Early Morning,Mon,Request Unfulfilled,0
59,City,No Drivers Available,No Cars Available,11-07-2016 03:58,NA,Early Morning,Mon,Request Unfulfilled,0
56,City,No Drivers Available,No Cars Available,11-07-2016 03:58,NA,Early Morning,Mon,Request Unfulfilled,0
58,Airport,No Drivers Available,No Cars Available,11-07-2016 04:03,NA,Early Morning,Mon,Request Unfulfilled,0
61,Airport,No Drivers Available,No Cars Available,11-07-2016 04:05,NA,Early Morning,Mon,Request Unfulfilled,0
62,Airport,No Drivers Available,No Cars Available,11-07-2016 04:10,NA,Early Morning,Mon,Request Unfulfilled,0
63,Airport,No Drivers Available,No Cars Available,11-07-2016 04:17,NA,Early Morning,Mon,Request Unfulfilled,0
65,Airport,No Drivers Available,No Cars Available,11-07-2016 04:23,NA,Early Morning,Mon,Request Unfulfilled,0
67,Airport,No Drivers Available,No Cars Available,11-07-2016 04:24,NA,Early Morning,Mon,Request Unfulfilled,0
69,Airport,No Drivers Available,No Cars Available,11-07-2016 04:27,NA,Early Morning,Mon,Request Unfulfilled,0
68,Airport,No Drivers Available,No Cars Available,11-07-2016 04:27,NA,Early Morning,Mon,Request Unfulfilled,0
72,City,No Drivers Available,No Cars Available,11-07-2016 04:36,NA,Early Morning,Mon,Request Unfulfilled,0
73,Airport,No Drivers Available,No Cars Available,11-07-2016 04:36,NA,Early Morning,Mon,Request Unfulfilled,0
71,City,No Drivers Available,No Cars Available,11-07-2016 04:37,NA,Early Morning,Mon,Request Unfulfilled,0
75,Airport,No Drivers Available,No Cars Available,11-07-2016 04:40,NA,Early Morning,Mon,Request Unfulfilled,0
79,City,No Drivers Available,No Cars Available,11-07-2016 04:43,NA,Early Morning,Mon,Request Unfulfilled,0
83,City,No Drivers Available,No Cars Available,11-07-2016 04:44,NA,Early Morning,Mon,Request Unfulfilled,0
78,City,No Drivers Available,No Cars Available,11-07-2016 04:45,NA,Early Morning,Mon,Request Unfulfilled,0
104,City,No Drivers Available,No Cars Available,11-07-2016 05:00,NA,Early Morning,Mon,Request Unfulfilled,0
103,City,No Drivers Available,No Cars Available,11-07-2016 05:02,NA,Early Morning,Mon,Request Unfulfilled,0
131,City,No Drivers Available,No Cars Available,11-07-2016 05:10,NA,Early Morning,Mon,Request Unfulfilled,0
124,City,No Drivers Available,No Cars Available,11-07-2016 05:12,NA,Early Morning,Mon,Request Unfulfilled,0
117,City,No Drivers Available,No Cars Available,11-07-2016 05:13,NA,Early Morning,Mon,Request Unfulfilled,0
137,City,No Drivers Available,No Cars Available,11-07-2016 05:17,NA,Early Morning,Mon,Request Unfulfilled,0
136,City,No Drivers Available,No Cars Available,11-07-2016 05:19,NA,Early Morning,Mon,Request Unfulfilled,0
135,City,No Drivers Available,No Cars Available,11-07-2016 05:20,NA,Early Morning,Mon,Request Unfulfilled,0
138,City,No Drivers Available,No Cars Available,11-07-2016 05:20,NA,Early Morning,Mon,Request Unfulfilled,0
154,City,No Drivers Available,No Cars Available,11-07-2016 05:31,NA,Early Morning,Mon,Request Unfulfilled,0
153,City,No Drivers Available,No Cars Available,11-07-2016 05:33,NA,Early Morning,Mon,Request Unfulfilled,0
171,City,No Drivers Available,No Cars Available,11-07-2016 05:39,NA,Early Morning,Mon,Request Unfulfilled,0
167,City,No Drivers Available,No Cars Available,11-07-2016 05:40,NA,Early Morning,Mon,Request Unfulfilled,0
159,City,No Drivers Available,No Cars Available,11-07-2016 05:43,NA,Early Morning,Mon,Request Unfulfilled,0
178,City,No Drivers Available,No Cars Available,11-07-2016 05:47,NA,Early Morning,Mon,Request Unfulfilled,0
179,City,No Drivers Available,No Cars Available,11-07-2016 05:49,NA,Early Morning,Mon,Request Unfulfilled,0
190,City,No Drivers Available,No Cars Available,11-07-2016 05:53,NA,Early Morning,Mon,Request Unfulfilled,0
189,City,No Drivers Available,No Cars Available,11-07-2016 05:58,NA,Early Morning,Mon,Request Unfulfilled,0
208,Airport,No Drivers Available,No Cars Available,11-07-2016 06:05,NA,Morning,Mon,Request Unfulfilled,0
194,City,No Drivers Available,No Cars Available,11-07-2016 06:05,NA,Morning,Mon,Request Unfulfilled,0
207,City,No Drivers Available,No Cars Available,11-07-2016 06:06,NA,Morning,Mon,Request Unfulfilled,0
199,City,No Drivers Available,No Cars Available,11-07-2016 06:07,NA,Morning,Mon,Request Unfulfilled,0
203,City,No Drivers Available,No Cars Available,11-07-2016 06:07,NA,Morning,Mon,Request Unfulfilled,0
221,City,No Drivers Available,No Cars Available,11-07-2016 06:16,NA,Morning,Mon,Request Unfulfilled,0
226,City,No Drivers Available,No Cars Available,11-07-2016 06:21,NA,Morning,Mon,Request Unfulfilled,0
228,City,No Drivers Available,No Cars Available,11-07-2016 06:24,NA,Morning,Mon,Request Unfulfilled,0
231,City,No Drivers Available,No Cars Available,11-07-2016 06:26,NA,Morning,Mon,Request Unfulfilled,0
230,City,No Drivers Available,No Cars Available,11-07-2016 06:27,NA,Morning,Mon,Request Unfulfilled,0
254,City,No Drivers Available,No Cars Available,11-07-2016 06:40,NA,Morning,Mon,Request Unfulfilled,0
263,City,No Drivers Available,No Cars Available,11-07-2016 06:44,NA,Morning,Mon,Request Unfulfilled,0
255,City,No Drivers Available,No Cars Available,11-07-2016 06:44,NA,Morning,Mon,Request Unfulfilled,0
259,City,No Drivers Available,No Cars Available,11-07-2016 06:46,NA,Morning,Mon,Request Unfulfilled,0
266,City,No Drivers Available,No Cars Available,11-07-2016 06:47,NA,Morning,Mon,Request Unfulfilled,0
274,City,No Drivers Available,No Cars Available,11-07-2016 06:50,NA,Morning,Mon,Request Unfulfilled,0
272,City,No Drivers Available,No Cars Available,11-07-2016 06:50,NA,Morning,Mon,Request Unfulfilled,0
287,City,No Drivers Available,No Cars Available,11-07-2016 07:05,NA,Morning,Mon,Request Unfulfilled,0
288,City,No Drivers Available,No Cars Available,11-07-2016 07:05,NA,Morning,Mon,Request Unfulfilled,0
300,City,No Drivers Available,No Cars Available,11-07-2016 07:13,NA,Morning,Mon,Request Unfulfilled,0
331,City,No Drivers Available,No Cars Available,11-07-2016 07:47,NA,Morning,Mon,Request Unfulfilled,0
337,City,No Drivers Available,No Cars Available,11-07-2016 07:50,NA,Morning,Mon,Request Unfulfilled,0
342,City,No Drivers Available,No Cars Available,11-07-2016 07:51,NA,Morning,Mon,Request Unfulfilled,0
349,City,No Drivers Available,No Cars Available,11-07-2016 07:51,NA,Morning,Mon,Request Unfulfilled,0
344,City,No Drivers Available,No Cars Available,11-07-2016 07:52,NA,Morning,Mon,Request Unfulfilled,0
348,City,No Drivers Available,No Cars Available,11-07-2016 07:54,NA,Morning,Mon,Request Unfulfilled,0
359,City,No Drivers Available,No Cars Available,11-07-2016 07:58,NA,Morning,Mon,Request Unfulfilled,0
